5:42	6:57	11:52	  2:26	4:45	6:01
5:43	6:58	11:52	  2:26	4:45	6:01
5:43	6:59	11:52	  2:26	4:45	6:01
5:44	7:00	11:53	  2:26	4:45	6:01
5:45	7:01	11:53	  2:26	4:45	6:02
5:46	7:02	11:54	  2:26	4:45	6:02
5:46	7:03	11:54	  2:26	4:45	6:02
5:47	7:03	11:55	  2:26	4:45	6:02
5:48	7:04	11:55	  2:27	4:45	6:02
5:49	7:05	11:55	  2:27	4:45	6:02
5:49	7:06	11:56	  2:27	4:45	6:03
5:50	7:06	11:56	  2:27	4:45	6:03
5:51	7:07	11:57	  2:28	4:46	6:03
5:51	7:07	11:57	  2:28	4:46	6:03
5:51	7:08	11:57	  2:28	4:46	6:03
5:53	7:09	11:58	  2:29	4:46	6:04
5:53	7:10	11:59	  2:29	4:47	6:05
5:54	7:10	11:59	  2:29	4:47	6:05
5:54	7:11	12:00	  2:30	4:48	6:05
5:55	7:11	12:00	  2:30	4:48	6:06
5:55	7:12	12:01	  2:31	4:49	6:06
5:56	7:12	12:01	  2:31	4:49	6:07
5:56	7:13	12:02	  2:32	4:50	6:08
5:56	7:13	12:02	  2:33	4:50	6:08
5:57	7:14	12:03	  2:33	4:51	6:09
5:57	7:14	12:03	  2:34	4:52	6:09
5:58	7:14	12:04	  2:34	4:52	6:10
5:58	7:14	12:04	  2:34	4:52	6:10
5:58	7:15	12:04	  2:35	4:53	6:11
5:58	7:15	12:05	  2:36	4:54	6:12
5:59	7:15	12:06	  2:37	4:55	6:13
